epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,12,,,67.40281677246094,0.3502514958381653,67.4954605102539,0.4247477352619171,41.85024642944336
0,12,868.4168701171875,,,,,,
1,25,,,68.67864990234375,0.3568899929523468,68.76797485351562,0.4345386326313019,43.56121826171875
1,25,651.9164428710938,,,,,,
2,38,,,68.06466674804688,0.35370001196861267,68.15262603759766,0.4298167824745178,44.482215881347656
2,38,501.3502197265625,,,,,,
3,49,,409.73956298828125,,,,,
3,51,,,70.60578155517578,0.3669250011444092,70.68655395507812,0.4494815766811371,48.74332046508789
3,51,408.86346435546875,,,,,,
4,64,,,73.8709487915039,0.3839118778705597,73.94645690917969,0.4752204716205597,52.84733200073242
4,64,339.98858642578125,,,,,,
5,77,,,77.38195037841797,0.40217384696006775,77.4538803100586,0.5035058259963989,56.73038864135742
5,77,277.44580078125,,,,,,
6,90,,,80.5750732421875,0.4187828004360199,80.64393615722656,0.5297979116439819,59.80987548828125
6,90,239.67251586914062,,,,,,
7,99,,154.89881896972656,,,,,
7,103,,,83.35651397705078,0.4332504868507385,83.42288208007812,0.5531547665596008,62.138545989990234
7,103,205.26210021972656,,,,,,
8,116,,,85.23859405517578,0.44304078817367554,85.30313110351562,0.5692058205604553,63.75389862060547
8,116,191.67840576171875,,,,,,
9,129,,,87.21546936035156,0.4533248245716095,87.27793884277344,0.5862849950790405,64.84184265136719
9,129,175.08287048339844,,,,,,
