epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,12,,,59.18205642700195,0.30749019980430603,59.28960037231445,0.36350002884864807,43.70711135864258
0,12,1013.1820678710938,,,,,,
1,25,,,57.58295822143555,0.2991795241832733,57.68832778930664,0.3519427478313446,43.224853515625
1,25,736.7247314453125,,,,,,
2,38,,,56.08308029174805,0.29138654470443726,56.18572235107422,0.3412070572376251,42.20766067504883
2,38,571.271728515625,,,,,,
3,49,,519.7105712890625,,,,,
3,51,,,61.1851921081543,0.31792500615119934,61.27880096435547,0.37813806533813477,44.092647552490234
3,51,462.5588073730469,,,,,,
4,64,,,68.66046142578125,0.35680219531059265,68.7458724975586,0.4343991279602051,48.340999603271484
4,64,373.4187316894531,,,,,,
5,77,,,72.64630126953125,0.3775307834148407,72.7284927368164,0.4654996395111084,51.74619674682617
5,77,296.02191162109375,,,,,,
6,90,,,75.77291107177734,0.39379289746284485,75.85189056396484,0.49045833945274353,55.04301071166992
6,90,252.0943145751953,,,,,,
7,99,,246.69847106933594,,,,,
7,103,,,77.48945617675781,0.4027237892150879,77.56541442871094,0.5043779015541077,57.53798294067383
7,103,217.00424194335938,,,,,,
8,116,,,79.26757049560547,0.4119749367237091,79.34063720703125,0.5189620852470398,59.875911712646484
8,116,187.9147186279297,,,,,,
9,129,,,79.76554107666016,0.4145675003528595,79.8370590209961,0.5230777859687805,60.29660415649414
9,129,163.84910583496094,,,,,,
